"Name"	"lods"	"F.p.value"
"LIMCH1"	-8.3898269981	0.5957429113
"SCAP"	339.737821174	"2.17597201429292e-153"
"TFDP1"	46.7076099428	"8.0807847224291e-26"
"RBL2"	10.5507821814	"6.61920974902704e-10"
"RBL2"	8.2984747189	"6.66892914868642e-09"
"FAM98A"	7.89844685	"1.00596897912707e-08"
"GNS"	99.4626931255	"7.43109008217421e-49"
"GNS"	44.7420252829	"5.86291839482985e-25"
"EPB41L1"	-7.5137296717	0.1540051244
"TUG1"	58.7629055283	"4.30573220464727e-31"
"MYO1D"	64.6963280325	"1.09953947322947e-33"
"EPB41L1"	-2.9927696965	0.0008791814
"YIPF6"	12.3174775688	"1.08601174990661e-10"
"YIPF6"	82.0924401641	"2.79616867550185e-41"
"YIPF6"	27.8462671153	"1.51609108633359e-17"
"YIPF6"	30.1162943908	"1.52364745020818e-18"
"SULF1"	33.0460128614	"7.87235629326287e-20"
"CREB3L2"	149.9209507442	"7.78827675694685e-71"
"MXD4"	489.4443028198	"1.86843033901273e-218"
"MXD4"	261.2890188038	"2.77338331420263e-119"
"KDM1"	215.6115848375	"2.03079473055172e-99"
"POFUT1"	-0.3775419244	"5.42912704597251e-05"
"TBC1D1"	38.1734821028	"4.43034285566615e-22"
"EIF2B5"	345.4165730663	"7.39954374803978e-156"
"TMED10"	74.3714949825	"6.54854223889061e-38"
"SULF1"	106.9795737384	"3.93177418693184e-52"
"SULF1"	139.0413310863	"4.24835859276852e-66"
"KIAA0323"	10.028879526	"1.12981652440299e-09"
"KIAA0323"	37.8402872956	"6.20216760574342e-22"
"FAM168A"	4.5330901012	"3.2338070616928e-07"
"CLIP3"	0.2401780654	"2.83343631446469e-05"
"KIAA0913"	206.4421448511	"1.97798728712191e-95"
"AMPD2"	100.0103382061	"4.28856528510833e-49"
"ATP2A2"	17.7302561089	"4.3544930537276e-13"
"ATP2A2"	40.0939974101	"6.37516839046969e-23"
"ACTG1"	684.4210361852	"3.42838860711694e-303"
"MYO1B"	8.9598845655	"3.38154936034331e-09"
"MYO1B"	-7.2066028578	0.103821177
"ZNF292"	-0.5643594965	"6.61208168597764e-05"
"FEM1B"	10.6306823852	"6.09916928507521e-10"
"ZNF292"	110.8328024899	"8.22981529849273e-54"
"ZNF384"	46.342164712	"1.16801539596727e-25"
"212370_x_at"	75.2533434163	"2.69899207838367e-38"
"PPPDE1"	104.9363717311	"3.05554453999186e-51"
"MYH10"	-7.5614954573	0.1640297674
"FEM1B"	-6.5362768111	0.0458983575
"FEM1B"	347.0978247549	"1.37531846707568e-156"
"EP400"	12.8139389893	"6.53908344676708e-11"
"EP400"	-7.9358966966	0.2756262325
"NOTCH2"	85.334217203	"1.07709473034957e-42"
"GART"	96.7465407056	"1.13556755358049e-47"
"GART"	39.2840989544	"1.44379853242387e-22"
"FTSJD2"	76.8189410249	"5.59559688180494e-39"
"USP24"	-5.7156297978	0.0177042445
"TCF4"	-1.0922114851	0.0001155501
"ATP6V0A1"	120.3542254216	"5.84724500088462e-58"
"BAT1"	6.5786962179	"3.91226828619589e-08"
"TCF4"	-6.7700561596	0.0606993953
"TCF4"	91.381193194	"2.48175284286648e-45"
"TCF4"	112.4317821679	"1.65437997767972e-54"
"USP24"	-7.5211529204	0.1555163018
"SBF1"	-8.3318039853	0.5284304352
"PDE4DIP"	-1.3178194373	0.0001467753
"RPS3A"	671.0773421437	"2.16052442678438e-297"
"PDE4DIP"	-4.9350779117	0.0073518809
"SBF1"	102.0055454089	"5.78849375371272e-50"
"KIAA0090"	232.0239342324	"1.47688451031884e-106"
"KIAA0090"	-3.5128748078	0.001542751
"KIAA0090"	3.0859653085	"1.45010051688474e-06"
"RDX"	-1.5889234869	0.0001957554
"RDX"	-8.5052896118	0.8217778934
"VGLL4"	302.191602055	"4.56459657674227e-137"
"FAM102A"	132.1544625861	"4.23838456748792e-63"
"212401_s_at"	181.2925697613	"1.72905090556614e-84"
"ZC3H13"	-8.0491931633	0.3266493888
"UBE3B"	141.7906304905	"2.6985432536341e-67"
"UBE3B"	11.5218874959	"2.44983102998040e-10"
"METTL13"	64.6447495838	"1.15809379117774e-33"
"PCMTD2"	46.8535077557	"6.97558751194541e-26"
"METTL13"	-4.8209922831	0.0064758124
"TOR1AIP1"	83.1102859652	"1.00571216880827e-41"
"TOR1AIP1"	-5.9093892833	0.0220986656
"EFHA1"	87.665331189	"1.03609671564739e-43"
"IMP4"	200.2047312265	"1.02234470365542e-92"
"PDLIM5"	10.4960610458	"7.00076110986362e-10"
"SEPT6"	-5.8455309769	0.0205376633
"212414_s_at"	-6.985991742	0.0789358255
"SEPT6"	10.6569572161	"5.93725582596228e-10"
"SCAMP1"	135.6519642944	"1.27088905638126e-64"
"SCAMP1"	-8.1171826454	0.3633516529
"ELF1"	269.7790520063	"5.64186390359812e-123"
"ZCCHC24"	-7.4627668868	0.1440679911
"ELF1"	22.9696452979	"2.12426610211884e-15"
"C22orf9"	-8.1324494491	0.3723614269
"PDCD11"	130.8461592342	"1.57388486638242e-62"
"ZCCHC24"	74.2426906361	"7.45370270619759e-38"
"PDCD11"	156.1910889717	"1.45207508979502e-73"
"SCAMP1"	514.0195300998	"3.90262872955044e-229"
"YWHAQ"	71.6455482	"1.01443136684203e-36"
"KIAA0368"	51.3447842811	"7.5511723550339e-28"
"KIAA0368"	127.4817119186	"4.59505596498452e-61"
"GTF3C2"	21.1820799319	"1.30370269326252e-14"
"RBM38"	32.8927787857	"9.19138287128347e-20"
"HMGXB3"	-6.991814421	0.0795025185
"GRPEL1"	-0.8152812053	"8.61940817114058e-05"
"RPS2"	851.9057923602	0
"GRPEL1"	-2.2710241143	0.0004051305
"TRIM33"	8.7553109864	"4.17166665219832e-09"
"TRIM33"	35.9413332209	"4.22129422897434e-21"
"CENPB"	85.9023242561	"6.08735544475828e-43"
"SNRNP27"	-4.5987244896	0.00506232
"IP6K1"	60.6949674131	"6.16017133870853e-32"
"SNRNP27"	20.8973287465	"1.74086295810770e-14"
"KIAA0232"	24.2952656577	"5.53728842406882e-16"
"LASS6"	190.2595405052	"2.16910023384368e-88"
"NBEAL2"	149.5262616355	"1.15681474363842e-70"
"212444_at"	2.136078718	"3.89686025588053e-06"
"NEDD4L"	12.9155634746	"5.89429473290893e-11"
"LASS6"	56.3915455423	"4.68537263891896e-30"
"KBTBD2"	-4.2279436123	0.0033654077
"NEDD4L"	7.1810374177	"2.10402601945374e-08"
"LYPLA1"	128.1408055171	"2.37260799563312e-61"
"SECISBP2L"	25.7872986211	"1.22034404626086e-16"
"SECISBP2L"	-3.7176030458	0.0019270618
"MYST4"	2.0571270712	"4.23118140658004e-06"
"KIAA1279"	35.6758457124	"5.51976760269168e-21"
"HNRPDL"	83.7713054558	"5.17705142018403e-42"
"YTHDC1"	188.9071828146	"8.4074358707416e-88"
"KIAA0664"	45.8248565211	"1.96764318187488e-25"
"TFE3"	181.2359864672	"1.82990494877782e-84"
"SPRED2"	-2.1825777001	0.000368577
"SUCLG2"	75.0174454426	"3.42115782098899e-38"
"C14orf147"	79.8680901009	"2.61305073843035e-40"
"AZIN1"	94.5054877434	"1.07733017026718e-46"
"MYST4"	-4.662295788	0.0054310495
"CD59"	1.1546628497	"1.08603163534385e-05"
"FN1"	659.2915249996	"2.86334337038282e-292"
"SETD3"	-5.8226052722	0.0200054785
"SPRED2"	27.6631623771	"1.82493216019878e-17"
"DNAJC13"	20.8858147366	"1.76133958758790e-14"
"SPAG9"	-7.9195592103	0.2691298732
"NIPBL"	4.8389303938	"2.35669172789579e-07"
"SPAG9"	20.6193331142	"2.30881720088090e-14"
"AVL9"	20.1591191492	"3.68495852897079e-14"
"MICAL2"	125.7271210208	"2.67003898103721e-60"
"MICAL2"	176.2421614579	"2.72541739332868e-82"
"AVL9"	24.4354800486	"4.80347189964985e-16"
"AVL9"	243.2302293125	"1.97624205277706e-111"
"ACAP2"	44.1148212062	"1.10357844920675e-24"
"ACAP2"	528.0195967999	"3.21446643449798e-235"
"RMND5A"	18.2781462967	"2.49382917699793e-13"
"RMND5A"	-4.0229397146	0.0026885856
"CYTSA"	38.5864123036	"2.91999295802351e-22"
"TPM4"	154.9397272663	"5.08972975650441e-73"
"RMND5A"	190.4903564084	"1.72130221955293e-88"
"NIPBL"	-8.4574784293	0.7021158098
"FAM89B"	517.649458886	"1.03237161531257e-230"
"GPATCH8"	10.1050612954	"1.04497056367755e-09"
"FYN"	35.6570914218	"5.62534278756963e-21"
"GPATCH8"	21.3575351902	"1.09095167441974e-14"
"COL5A1"	110.5309791029	"1.11407307859718e-53"
"COL5A1"	73.1513441803	"2.23255447142312e-37"
"DNAJC8"	-7.7736866676	0.2187326878
"DNAJC8"	128.9962857864	"1.00608142487386e-61"
"KDM4B"	22.6429887113	"2.95903241632414e-15"
"SETD2"	-8.0730247939	0.3389195208
"TENC1"	67.9457775641	"4.18637497648097e-35"
"KDM4B"	40.5926642075	"3.85418353671254e-23"
"KDM4B"	50.0377123634	"2.81781816168040e-27"
"MAPK1IP1L"	103.545756998	"1.23369116447685e-50"
"212498_at"	25.5165847955	"1.60555313391131e-16"
"212499_s_at"	9.9416649585	"1.23545206290739e-09"
"ADO"	-7.70116189	0.1979291854
"CEBPB"	300.0822118255	"3.77087507868741e-136"
"ADO"	19.3789047875	"8.1428791713637e-14"
"DIP2C"	-2.2462849209	0.0003945525
"DIP2C"	12.7889224834	"6.7083541091836e-11"
"KIAA0892"	13.607932448	"2.90659262228338e-11"
"PICALM"	165.5035270233	"1.28449121125274e-77"
"TMEM131"	90.5276156963	"5.84807215505086e-45"
"MOAP1"	87.2939762478	"1.50445910776387e-43"
"MXRA7"	54.3891954293	"3.51832896851372e-29"
"GPD1L"	16.0597366658	"2.38546120149397e-12"
"PICALM"	18.3341215259	"2.35581041628719e-13"
"212512_s_at"	42.4650798377	"5.82726268842499e-24"
"USP33"	93.0066797368	"4.85186401077626e-46"
"DDX3X"	-6.3202533286	0.0355827497
"DDX3X"	385.3827866872	"3.14482872028991e-173"
"ARAP1"	263.179408909	"4.17855782687908e-120"
"ATRN"	-2.1033181998	0.0003386534
"PIP5K1C"	121.0737522835	"2.84122158215282e-58"
"UBE2E1"	243.2502161873	"1.93708368470354e-111"
"SMARCA4"	286.0132632245	"4.93180674373263e-130"
"PDE8A"	-8.5295512098	0.9620760437
"PDE8A"	68.0817911082	"3.65119762873293e-35"
"KIAA0146"	-8.3536201407	0.5519615496
"H2AFX"	6.7646922231	"3.23010139371875e-08"
"H2AFX"	21.3536449178	"1.09526948114287e-14"
"SPG20"	2.8926384438	"1.77282790666803e-06"
"PPPDE2"	-5.0192963336	0.0080756048
"212528_at"	46.1310281555	"1.44507423505743e-25"
"LSM12"	67.1271224113	"9.53658859336521e-35"
"NEK7"	74.841348647	"4.08358845244233e-38"
"LCN2"	-5.5407893563	0.0145137378
"LSM12"	83.9231817834	"4.44450111919102e-42"
"WEE1"	-4.9341856124	0.0073445787
"ZNF24"	49.5161568289	"4.76589091925577e-27"
"MEF2A"	94.6059661756	"9.7394961986335e-47"
"ATP11B"	-6.7955268357	0.0625943757
"RPL17"	468.4907024071	"2.38650673872137e-209"
"DOCK9"	12.5174045887	"8.85316214376109e-11"
"CHD1L"	40.278615008	"5.29143670594573e-23"
"CDC34"	57.5498304843	"1.45995111839405e-30"
"FLAD1"	117.5513409939	"9.72812328915093e-57"
"PHIP"	-3.3623311202	0.0013105058
"AIM1"	13.1869662205	"4.46732628075801e-11"
"ZNHIT3"	170.812093652	"6.28680158900867e-80"
"ZHX3"	4.2563446574	"4.30668812568019e-07"
"FRYL"	110.9674887189	"7.18950825006903e-54"
"BRD3"	97.7261131786	"4.24749905632845e-48"
"FRYL"	110.9523297518	"7.29969724633968e-54"
"STAT5B"	-7.9256197451	0.271517155
"STAT5B"	73.6089354187	"1.40940230647406e-37"
"CAP2"	-3.1298460614	0.0010192679
"HPCAL1"	-3.1446586305	0.0010356983
"RPRD2"	-5.6370485085	0.0161892144
"CAP2"	-5.0838584036	0.0086794785
"PRKAR1B"	249.2822656897	"4.61344131466506e-114"
"SCRIB"	197.6473334211	"1.32481682505825e-91"
"ZNF451"	-6.3704326562	0.0377396184
"SPRY1"	18.3876723143	"2.23092907617903e-13"
"PRKAR1B"	14.4944889108	"1.17626090752012e-11"
"SORL1"	5.0133710469	"1.96776516501231e-07"
"DENND5A"	64.8356257624	"9.557774952985e-34"
"CTSZ"	13.6093351762	"2.90243361981621e-11"
"BOP1"	55.253681797	"1.47328447133179e-29"
"KCTD2"	182.4922770877	"5.19745121334431e-85"
"STK38L"	-6.5427620618	0.0462528569
"MAP4"	80.4796923702	"1.41340031194646e-40"
"MAP4"	98.5191673219	"1.91595793032294e-48"
"DLAT"	83.6934048646	"5.59846001578748e-42"
"SMCHD1"	5.91662304	"7.74240265549971e-08"
"ENDOD1"	14.0138483858	"1.92071427950101e-11"
"CHD8"	237.8199738811	"4.45305567413629e-109"
"STK38L"	-4.3267076186	0.003750974
"ENDOD1"	-5.1266152847	0.0091046624
"C19orf6"	17.9700805341	"3.41166861952139e-13"
"C19orf6"	23.9825313211	"7.6036101347799e-16"
"MGRN1"	458.1541371536	"7.4131594019621e-205"
"SMCHD1"	13.6788754164	"2.70354783461868e-11"
"RPS17"	571.6107098055	"3.65553312608906e-254"
"SMCHD1"	-8.1076084425	0.3578548227
"212580_at"	581.4889072851	"1.86200848001454e-258"
"GAPDH"	795.9166710625	0
"OSBPL8"	116.9937305186	"1.70201893978484e-56"
"AQR"	-7.2240260144	0.106123113
"AQR"	10.1564572881	"9.91362978021948e-10"
"OSBPL8"	76.9416809698	"4.94624536777368e-39"
"CAST"	75.1887478987	"2.88003618705220e-38"
"PTPRC"	13.8256620807	"2.32738237975072e-11"
"PTPRC"	4.4822028862	"3.40868843140067e-07"
"RRAS2"	26.8310747548	"4.23866888450503e-17"
"RRAS2"	25.9196353849	"1.06719782427759e-16"
"RBM34"	142.0775892999	"2.02388872347015e-67"
"IGJ"	-3.5897586214	0.0016770257
"PDCD4"	108.4189461794	"9.27466384609898e-53"
"PDCD4"	18.683690867	"1.65098137784946e-13"
"DAZAP2"	185.4617019665	"2.65317607069019e-86"
"HMGXB4"	197.0906273579	"2.31391090431018e-91"
"HMGXB4"	26.1322034317	"8.60412237040201e-17"
"WDFY3"	226.9272952733	"2.43196257516097e-104"
"AUTS2"	85.5093948662	"9.03306980567299e-43"
"UQCRC2"	107.5916004641	"2.12744510658352e-52"
"ZZEF1"	-8.3835305611	0.5876391067
"WDFY3"	63.7660474307	"2.80308059358836e-33"
"MRPS31"	-7.5502348251	0.1616011707
"MRPS31"	150.3000384419	"5.32613275575251e-71"
"212605_s_at"	71.2274908789	"1.54438913281886e-36"
"WDFY3"	14.264460076	"1.48734674051897e-11"
"AKT3"	42.8937740237	"3.78143576192608e-24"
"212608_s_at"	100.0671770061	"4.05073669161933e-49"
"AKT3"	-8.0544079866	0.329283109
"PTPN11"	-4.5364378709	0.0047257651
"DTX4"	-8.3997217739	0.6089598884
"RCOR1"	24.8679422208	"3.09847806638622e-16"
"BTN3A2"	-3.0980933798	0.0009849297
"ARID5B"	-8.4110547946	0.6248959041
"CHD9"	-7.3550101485	0.1253403651
"CHD9"	-5.7130211373	0.017651673
"ZNF609"	13.6390859668	"2.815613770823e-11"
"ZNF609"	4.5491894524	"3.18037434194629e-07"
"TMEM194A"	313.8657655954	"3.83965201533177e-142"
"ZNF609"	-8.4667305329	0.7207322637
"TMEM194A"	50.0598992065	"2.75552552030237e-27"
"TMEM41B"	26.1171616996	"8.73625457185037e-17"
"TMEM41B"	38.0328383256	"5.10632479752252e-22"
"CHN1"	-8.502421827	0.8121614082
"STX10"	27.6280075846	"1.89106676059222e-17"
"HNRNPC"	497.5659902333	"5.51916276953976e-222"
"212627_s_at"	70.3810490316	"3.61702640753158e-36"
"PKN2"	18.0026029957	"3.30063488995204e-13"
"PKN2"	-6.9643063844	0.0768632501
"EXOC3"	104.7216407613	"3.79035502186169e-51"
"STX7"	47.7127981286	"2.93373147007084e-26"
"STX7"	1.4820237824	"7.7120907360023e-06"
"KIAA0776"	-8.1328842702	0.3726225774
"KIAA0776"	11.1380786182	"3.62815986635605e-10"
"TNPO1"	12.5218387292	"8.8131378557267e-11"
"QKI"	-1.5355677913	0.000184961
"WWP1"	7.2946616749	"1.87184139777729e-08"
"WWP1"	89.7642207916	"1.25878188055294e-44"
"TUBA1B"	864.4882251241	0
"PTPLB"	47.0151732618	"5.9266159219431e-26"
"HIVEP2"	-2.2765504401	0.0004075323
"HIVEP2"	15.790917889	"3.13701617800719e-12"
"MAPK1IP1L"	125.2073006532	"4.4971406163043e-60"
"MAPK1IP1L"	-2.8446687029	0.0007495836
"BRE"	-8.4024351052	0.6126940931
"RFTN1"	68.0723295122	"3.68610407186532e-35"
"RRAS"	140.7505410713	"7.65585710440489e-67"
"DHX29"	24.4819974217	"4.58218534954136e-16"
"DHX29"	19.9236614298	"4.68096051331697e-14"
"EHBP1"	18.8267325232	"1.42749000811897e-13"
"RHOBTB1"	-7.1894487342	0.1016080967
"SNX4"	1.5256291665	"7.36858350470246e-06"
"EHBP1"	21.3258009726	"1.12667663628924e-14"
"TPM2"	20.7034157348	"2.11981732646651e-14"
"ZCCHC14"	50.6012509979	"1.59708770626094e-27"
"TSFM"	151.7857278617	"1.20130556719427e-71"
"IL1RN"	51.154221217	"9.14928971117439e-28"
"LHFPL2"	-6.6992289835	0.0557436184
"IL1RN"	134.6992685959	"3.30350892957604e-64"
"PHF15"	2.2925926098	"3.3103988899751e-06"
"PPIA"	779.8549434535	0
"PVR"	-7.6041066388	0.1736056121
"FKBP15"	105.3105966282	"2.09885832430352e-51"
"TUBB4"	353.7593418625	"1.749144400334e-159"
"TIPARP"	-2.0086168833	0.0003060926
"SMURF1"	34.9457417003	"1.15417645233296e-20"
"SPARC"	138.2657227739	"9.2458535942541e-66"
"SMURF1"	94.7320313512	"8.5815882354788e-47"
"CAMK2G"	109.3449502979	"3.66230630511453e-53"
"ELN"	26.3842138104	"6.66533586162564e-17"
"212671_s_at"	91.6155574332	"1.96133817618921e-45"
"ATM"	9.4708897041	"2.00188125548405e-09"
"METAP1"	-8.4905873081	0.7771342987
"DHX30"	499.6134091719	"7.11356206351471e-223"
"CEP68"	-7.8714897455	0.251089544
"NF1"	5.3279782625	"1.42162243437221e-07"
"CEP68"	18.1830628417	"2.74707594839518e-13"
"NF1"	-2.9525757729	0.0008419193
"TBL2"	257.0817516067	"1.8726421986464e-117"
"PPP1R14B"	573.0341890791	"8.7967313319368e-255"
"EPB41L3"	-6.4938615836	0.0436492803
"LMF2"	239.3279300926	"9.83711079047693e-110"
"SLC25A44"	-0.6627457613	"7.33605374520753e-05"
"ZNF3"	59.6566657438	"1.75140544589426e-31"
"TBL2"	183.3647279967	"2.16857280216068e-85"
"PPM1H"	-7.2564610532	0.1105590269
"LIMS1"	128.866852901	"1.14552707285057e-61"
"PIK3CB"	-6.7910698181	0.0622582852
"KDM3A"	132.093378244	"4.50611731414148e-63"
"DDHD2"	-8.5304218465	0.9817875092
"NUP188"	370.9068843149	"6.1585292320909e-167"
"LRBA"	24.9849402082	"2.75195832168294e-16"
"MDN1"	-1.7237755203	0.0002259537
"PCCB"	73.2596213785	"2.00231190377267e-37"
"CRY2"	3.0339955995	"1.53056660875762e-06"
"RNF4"	458.8031042125	"3.87224814426539e-205"
"FAM134C"	58.1201597181	"8.22266038260506e-31"
"SEPT10"	30.8634711069	"7.15494585661194e-19"
"SCAMP5"	9.7170232749	"1.55536063210793e-09"
"PLEKHM1"	-8.4715569394	0.7310520819
"TLN2"	83.5722164858	"6.32325027894705e-42"
"BICD2"	57.8045698822	"1.12972868505309e-30"
"TLN2"	25.6271795253	"1.43532377560355e-16"
"ZCCHC11"	-3.1420367256	0.0010327707
"PNPLA2"	180.349897012	"4.44620703551651e-84"
"RASA4"	-0.1540189873	"4.28968400449542e-05"
"212707_s_at"	166.0133475306	"7.70633742872308e-78"
"MSL1"	90.6832306528	"5.00202940556672e-45"
"NUP160"	1.7907064052	"5.5868342251022e-06"
"CAMSAP1"	415.6604974534	"2.17799612157454e-186"
"CAMSAP1"	-7.8748955498	0.2523175959
"CAMSAP1"	67.1899824612	"8.95235918466632e-35"
"MFAP4"	26.3568908678	"6.85241425644545e-17"
"LARP4"	7.8094825069	"1.10231076296322e-08"
"MICAL3"	-0.2774697688	"4.88552766381273e-05"
"EIF3K"	408.8414109552	"2.00340678771338e-183"
"PLEKHM1"	70.1431112203	"4.59462902083510e-36"
"PAPOLA"	226.2126428447	"4.97482422308167e-104"
"PHLPP1"	-4.2913419304	0.0036079972
"PAPOLA"	11.5242344536	"2.44395642179032e-10"
"SFRS12"	38.1156836231	"4.69657486255235e-22"
"JMJD6"	7.8437375833	"1.06416672699628e-08"
"JMJD6"	83.8420685937	"4.82181340576159e-42"
"RND3"	-6.7211728037	0.0572313909
"TUG1"	184.2198491856	"9.20665783010746e-86"
"PHF2"	-8.2382271029	0.4445932767
"DLG3"	-3.2429018925	0.0011516679
"DLG3"	-7.6160428136	0.1764020528
"DLG3"	69.2481322749	"1.12998429594527e-35"
"SYNM"	12.8910570025	"6.04370935707455e-11"
"ANKRD46"	-8.2423837568	0.4478479159
"MEG3"	8.3438189454	"6.36541167790947e-09"
"KIAA0226"	95.7438962695	"3.10720883242939e-47"
"RPL13"	782.5660400013	0
"KIAA0226"	247.7594694214	"2.11945948777701e-113"
"C16orf45"	5.1939788106	"1.63270607127364e-07"
"GM2A"	175.8326511912	"4.10802422018987e-82"
"ARHGAP19"	107.8359759905	"1.66478269169865e-52"
"NME4"	379.3043161409	"1.37896252038577e-170"
"PIK3R4"	57.0433314778	"2.43093433311489e-30"
"MAOA"	27.8502594955	"1.50997472918140e-17"
"RNF115"	81.572878782	"4.71259320609291e-41"
"RCHY1"	85.8450871634	"6.44758154217535e-43"
"BBS4"	-4.8246595817	0.0065022443
"BBS4"	53.1671494843	"1.20453334208545e-28"
"CEP170"	52.2050256161	"3.17451572580427e-28"
"ANKS1A"	-8.3600569286	0.5592799187
"MKL1"	102.565827648	"3.29868516388986e-50"
"RCHY1"	45.6981945661	"2.23566523513251e-25"
"PPP1R16B"	48.0950511096	"1.99573174567681e-26"
"UBE2N"	0.680419033	"1.78482691497172e-05"
"CLASP1"	18.2611286661	"2.53737235668669e-13"
"PCGF3"	11.801519506	"1.84045041050219e-10"
"MON2"	31.9833443056	"2.30525670577068e-19"
"MON2"	117.2734113388	"1.28562630739463e-56"
"UBR2"	23.3881742386	"1.38936626554851e-15"
"CAMK2G"	27.1167116156	"3.17382747088941e-17"
"ZEB1"	-8.3347252421	0.5314744911
"TCF7L2"	0.7903510298	"1.59053005361234e-05"
"UBR2"	50.9194653534	"1.15903897635445e-27"
"TCF7L2"	-5.7933612592	0.0193472504
"TCF7L2"	-5.869344713	0.0211059913
"CAMSAP1L1"	190.4057208446	"1.87361352320621e-88"
"ZEB1"	-8.49415114	0.7870192747
"CAMSAP1L1"	99.0263827171	"1.15149381140132e-48"
"ISG20L2"	30.9758244407	"6.38630269421721e-19"
"MTG1"	117.0245158701	"1.65025844368043e-56"
"OLFM4"	13.830476944	"2.3159735656445e-11"
"TLE3"	125.1664630102	"4.68515870901369e-60"
"TLE3"	274.9037241403	"3.33597623479650e-125"
"FAM171A1"	14.4002871452	"1.29489624976087e-11"
"ABCA2"	-8.5217776224	0.8938804216
"TOMM20"	233.9126862259	"2.22802255039346e-107"
"ZNF238"	-2.5166970736	0.0005270438
"OBSL1"	-4.2481283704	0.0034407889
"OBSL1"	92.1150096637	"1.18780623765979e-45"
"SOS1"	-4.0469568006	0.0027601345
"PACS2"	79.629949219	"3.31945831367929e-40"
"KIAA1109"	17.7504388608	"4.26598026251602e-13"
"SOS1"	2.3343959472	"3.16933226217648e-06"
"RBBP6"	88.3228322028	"5.35321550264288e-44"
"POLR2J"	512.3040129606	"2.1721991657896e-228"
"RBBP6"	63.7852972543	"2.74932002458931e-33"
"CIC"	215.6490225568	"1.95605881404796e-99"
"LARP7"	66.7432025102	"1.40307827516699e-34"
"CLEC16A"	70.5706402784	"2.98927214544005e-36"
"YLPM1"	-8.3746848977	0.5766252841
"FTL"	941.9847555267	0
"NCAPD3"	110.8841023934	"7.81691877994224e-54"
"RPL13A"	689.5483396769	"2.02593797394164e-305"
"C1orf216"	0.108325568	"3.25473449714293e-05"
"DPY19L1"	2.3505502407	"3.11644904413339e-06"
"DAAM2"	-7.678085867	0.1918047407
"KIAA1033"	63.4711527812	"3.77118253567021e-33"
"KIAA1033"	76.6139621566	"6.87562116482476e-39"
"TBC1D2B"	24.7820799585	"3.38025585160034e-16"
"SORT1"	318.7945645789	"2.764770995643e-144"
"ANKMY2"	49.7849298071	"3.63519542725713e-27"
"STX6"	-7.1365363204	0.0951001134
"STX6"	-8.4873153283	0.7684687734
"CIT"	30.3515167913	"1.20096248420201e-18"
"GAPVD1"	154.3547562927	"9.14810221236828e-73"
"NAB2"	-6.9108792185	0.0720024041
"GAPVD1"	105.4115371483	"1.89665657054041e-51"
"PRUNE2"	79.5052888214	"3.76241631446964e-40"
"PRUNE2"	527.4169439705	"5.8750813393218e-235"
"SORT1"	-6.2621069246	0.0332437647
"NFATC2IP"	18.8394709969	"1.40911963794407e-13"
"NFATC2IP"	-6.0902099665	0.0272220146
"SLC1A4"	1.4494504599	"7.97914189997895e-06"
"SLC1A4"	10.7440513325	"5.43070201831667e-10"
"212812_at"	59.1959085689	"2.78469691380778e-31"
"JAM3"	-8.1399169749	0.3768822548
"AHCYL2"	6.4920661803	"4.27755786024621e-08"
"ASCC3"	-7.8196846109	0.2332798465
"CBS"	-4.6134893365	0.0051456194
"DNAJB5"	102.2499622483	"4.52923263147392e-50"
"ASB1"	18.2143172458	"2.66111395423712e-13"
"ASB1"	47.0413911584	"5.77203912313108e-26"
"DMXL2"	-7.0124986316	0.0815513373
"212821_at"	4.1089691505	"5.01697631223678e-07"
"HEG1"	12.6587413592	"7.66263301002999e-11"
"PLEKHG3"	67.4709860544	"6.74845853202823e-35"
"FUBP3"	-2.4838992945	0.0005088361
"PAXIP1"	41.2686457449	"1.94846450154401e-23"
"SLC25A6"	423.6163653361	"7.59121515009328e-190"
"IGHM"	-3.196696662	0.0010955736
"SYNJ2"	7.1760201814	"2.11491877068069e-08"
"PIP4K2A"	9.6021225133	"1.74982141347545e-09"
"MEGF9"	13.1930230747	"4.43977985766064e-11"
"MEGF9"	75.2296057579	"2.76416031234193e-38"
"CKAP5"	293.0981683119	"4.09970820217619e-133"
"SLC25A46"	28.8426258285	"5.52917755896779e-18"
"DDX52"	52.8942822225	"1.58552470315751e-28"
"FAM175B"	89.9696951793	"1.02408534595776e-44"
"POLD3"	-8.2554185921	0.4582989258
"FAM175B"	78.4026301363	"1.13937413211137e-39"
"DNMBP"	154.8259758876	"5.70440283384456e-73"
"TROVE2"	118.3942541507	"4.17640898529965e-57"
"UBXN7"	30.3595873186	"1.19119659512270e-18"
"PPFIBP2"	9.0420338265	"3.10815885512623e-09"
"212842_x_at"	17.6147444335	"4.89761372723291e-13"
"NCAM1"	8.0623708361	"8.499888555926e-09"
"RRP1B"	0.5257371734	"2.09927848842693e-05"
"SAMD4A"	36.924066983	"1.56445297682257e-21"
"RRP1B"	55.2503947329	"1.47816872345683e-29"
"FUBP1"	-3.7412522465	0.001977302
"C9orf3"	-1.7766104445	0.0002390283
"AXIN1"	-6.2395557961	0.0323803798
"LRP4"	152.3513593843	"6.8143475727494e-72"
"DCUN1D4"	-7.8918577514	0.2585450373
"TROVE2"	128.3656102243	"1.89371474484297e-61"
"DCUN1D4"	195.4076945806	"1.24882821888993e-90"
