"Name"	"coefficients"	"df.residual"	"sigma"	"stdev.unscaled"	"Amean"	"s2.post"	"t"	"p.value"	"lods"	"F"	"F.p.value"
"STX7"	-0.5967273895	1189	0.4182877126	0.1314473217	8.5876772134	0.174780979	-10.8586828029	"2.93373147007084e-26"	47.7127981286	117.9109922149	"2.93373147007084e-26"
"STX7"	0.2991310567	1189	0.506904683	0.1314473217	8.5926642099	0.2565569644	4.4928080002	"7.7120907360023e-06"	1.4820237824	20.1853237265	"7.7120907360023e-06"
"KIAA0776"	0.064514483	1189	0.5507504293	0.1314473217	6.9912402286	0.3028108661	0.8919073695	0.3726225774	-8.1328842702	0.7954987558	0.3726225774
"KIAA0776"	-0.4712106587	1189	0.5674752317	0.1314473217	7.3179434206	0.3214646648	-6.3226150798	"3.62815986635605e-10"	11.1380786182	39.9754614471	"3.62815986635605e-10"
"TNPO1"	0.3495790946	1189	0.4065260591	0.1314473217	8.5032382945	0.1651048617	6.545062239	"8.8131378557267e-11"	12.5218387292	42.8378397121	"8.8131378557267e-11"
"QKI"	-0.341327443	1189	0.6930600963	0.1314473217	7.1230537295	0.4793599481	-3.7504950227	0.000184961	-1.5355677913	14.0662129152	0.000184961
"WWP1"	0.569133964	1189	0.7654968663	0.1314473217	5.4537398729	0.5847402177	5.6621488166	"1.87184139777729e-08"	7.2946616749	32.0599292215	"1.87184139777729e-08"
"WWP1"	1.5873327439	1189	0.8271046705	0.1314473217	10.3764788805	0.6826034812	14.6161161038	"1.25878188055294e-44"	89.7642207916	213.630849959	"1.25878188055294e-44"
"TUBA1B"	2.8709353738	1189	0.3469024163	0.1314473217	12.5073241435	0.1202987384	62.971079514	0	864.4882251241	3965.3568551551	0
"PTPLB"	0.885763437	1189	0.6252308673	0.1314473217	8.9931876657	0.390172243	10.7879226201	"5.9266159219431e-26"	47.0151732618	116.379274458	"5.9266159219431e-26"
"HIVEP2"	0.196430435	1189	0.42174605	0.1314473217	6.4678538689	0.1776785957	3.5451897133	0.0004075323	-2.2765504401	12.568370103	0.0004075323
"HIVEP2"	0.3654504379	1189	0.3948270995	0.1314473217	7.5029136965	0.1557540777	7.0446112548	"3.13701617800719e-12"	15.790917889	49.6265477306	"3.13701617800719e-12"
"MAPK1IP1L"	1.056694958	1189	0.4646537719	0.1314473217	10.4679560086	0.2156137583	17.3124949146	"4.4971406163043e-60"	125.2073006532	299.7224801685	"4.4971406163043e-60"
"MAPK1IP1L"	-0.1889142258	1189	0.4254963941	0.1314473217	7.7102911966	0.1808478395	-3.3795296327	0.0007495836	-2.8446687029	11.4212205386	0.0007495836
"BRE"	0.0153463258	1189	0.2302777419	0.1314473217	8.8850776036	0.0531591506	0.5063649731	0.6126940931	-8.4024351052	0.256405486	0.6126940931
"RFTN1"	1.0395663652	1189	0.6192533496	0.1314473217	9.2642702966	0.3827525302	12.783254725	"3.68610407186532e-35"	68.0723295122	163.4116013638	"3.68610407186532e-35"
"RRAS"	1.0010832114	1189	0.4137717525	0.1314473217	8.2639122456	0.1710331367	18.4152791381	"7.65585710440489e-67"	140.7505410713	339.1225057341	"7.65585710440489e-67"
"DHX29"	0.7196993103	1189	0.6653220427	0.1314473217	7.9440245981	0.4417783903	8.2375319261	"4.58218534954136e-16"	24.4819974217	67.8569322336	"4.58218534954136e-16"
"DHX29"	-0.4282538063	1189	0.4270684651	0.1314473217	6.5072679318	0.1821846702	-7.6329703395	"4.68096051331697e-14"	19.9236614298	58.2622362033	"4.68096051331697e-14"
"EHBP1"	-0.4515596326	1189	0.4595079866	0.1314473217	6.5578942973	0.2108705031	-7.4809276118	"1.42749000811897e-13"	18.8267325232	55.9642779333	"1.42749000811897e-13"
"RHOBTB1"	0.1217901534	1189	0.5660142796	0.1314473217	7.4070220572	0.3198129679	1.6383715625	0.1016080967	-7.1894487342	2.6842613767	0.1016080967
"SNX4"	0.2898141608	1189	0.4900234887	0.1314473217	8.773832435	0.2397710938	4.5026630489	"7.36858350470246e-06"	1.5256291665	20.2739745321	"7.36858350470246e-06"
"EHBP1"	-0.5560670749	1189	0.5411798239	0.1314473217	8.4525361873	0.2923874244	-7.8234100677	"1.12667663628924e-14"	21.3258009726	61.2057450879	"1.12667663628924e-14"
"TPM2"	-0.4631539275	1189	0.4555611016	0.1314473217	6.0848171629	0.2072681591	-7.7394003829	"2.11981732646651e-14"	20.7034157348	59.8983182862	"2.11981732646651e-14"
"ZCCHC14"	0.8224562485	1189	0.5617601464	0.1314473217	8.2134060763	0.3150276571	11.1477371821	"1.59708770626094e-27"	50.6012509979	124.2720442809	"1.59708770626094e-27"
"TSFM"	0.7583858353	1189	0.3008109386	0.1314473217	8.9817315576	0.0905217812	19.1761724137	"1.20130556719427e-71"	151.7857278617	367.7255884408	"1.20130556719427e-71"
"IL1RN"	-0.9100210849	1189	0.6185835746	0.1314473217	7.6064147615	0.3819255993	-11.2023807378	"9.14928971117439e-28"	51.154221217	125.4933341944	"9.14928971117439e-28"
"LHFPL2"	0.1133450768	1189	0.4505858828	0.1314473217	9.3281004239	0.2027715238	1.9149058998	0.0557436184	-6.6992289835	3.6668646049	0.0557436184
"IL1RN"	-0.6898483797	1189	0.2916302696	0.1314473217	7.3960245302	0.0850968227	-17.990582895	"3.30350892957604e-64"	134.6992685959	323.6610729008	"3.30350892957604e-64"
"PHF15"	0.3670063865	1189	0.5980681767	0.1314473217	9.0146090899	0.3570299726	4.6727176771	"3.3103988899751e-06"	2.2925926098	21.8342904902	"3.3103988899751e-06"
"PPIA"	2.9514828729	1189	0.3920914519	0.1314473217	13.0974617649	0.153606906	57.290571568	0	779.8549434535	3282.2095905882	0
"PVR"	0.0694606461	1189	0.3882723574	0.1314473217	5.7146624062	0.1506343205	1.3615234034	0.1736056121	-7.6041066388	1.8537459779	0.1736056121
"FKBP15"	0.507499988	1189	0.243574245	0.1314473217	9.5211145553	0.0594434516	15.835518404	"2.09885832430352e-51"	105.3105966282	250.7636431234	"2.09885832430352e-51"
"TUBB4"	-1.4945927916	1189	0.3602500593	0.1314473217	6.5098388614	0.1297131782	-31.5703278246	"1.749144400334e-159"	353.7593418625	996.6855989554	"1.749144400334e-159"
"TIPARP"	-0.2884207802	1189	0.6065690887	0.1314473217	8.7984971521	0.3672440383	-3.6207407397	0.0003060926	-2.0086168833	13.1097635042	0.0003060926
"SMURF1"	-0.4022302019	1189	0.3222648022	0.1314473217	7.5056588386	0.1038546373	-9.4953283837	"1.15417645233296e-20"	34.9457417003	90.161261114	"1.15417645233296e-20"
"SPARC"	1.9590256279	1189	0.8179007843	0.1314473217	10.3056455776	0.6675021435	18.2415628404	"9.2458535942541e-66"	138.2657227739	332.7546148608	"9.2458535942541e-66"
"SMURF1"	-0.4304345782	1189	0.2177811753	0.1314473217	5.4634676446	0.0475744144	-15.0130415084	"8.5815882354788e-47"	94.7320313512	225.3914153336	"8.5815882354788e-47"
"CAMK2G"	0.8984304775	1189	0.4236585985	0.1314473217	7.8145507639	0.1792912969	16.1418434201	"3.66230630511453e-53"	109.3449502979	260.5591090006	"3.66230630511453e-53"
"ELN"	1.1016246561	1189	0.9896280194	0.1314473217	8.6685270885	0.9771023474	8.4783604785	"6.66533586162564e-17"	26.3842138104	71.8825964041	"6.66533586162564e-17"
"212671_s_at"	2.2676202053	1189	1.169787778	0.1314473217	9.6270662438	1.3651373467	14.7648963501	"1.96133817618921e-45"	91.6155574332	218.0021642288	"1.96133817618921e-45"
"ATM"	-0.224368657	1189	0.2822812928	0.1314473217	6.8436181531	0.079745195	-6.0444694177	"2.00188125548405e-09"	9.4708897041	36.5356105412	"2.00188125548405e-09"
"METAP1"	0.0130095398	1189	0.3496427895	0.1314473217	8.9222467968	0.1222026021	0.2831196194	0.7771342987	-8.4905873081	0.0801567189	0.7771342987
"DHX30"	1.9120939714	1189	0.3633670491	0.1314473217	8.0996575677	0.1319628598	40.043463255	"7.11356206351471e-223"	499.6134091719	1603.4789494506	"7.11356206351471e-223"
"CEP68"	-0.0874457216	1189	0.57987268	0.1314473217	8.1328416505	0.3356521123	-1.1482650118	0.251089544	-7.8714897455	1.3185125372	0.251089544
"NF1"	0.3737677507	1189	0.5375316073	0.1314473217	8.2468857161	0.288462216	5.2942642929	"1.42162243437221e-07"	5.3279782625	28.029234403	"1.42162243437221e-07"
"CEP68"	0.6347859666	1189	0.654083961	0.1314473217	8.231229224	0.4269890952	7.3903870464	"2.74707594839518e-13"	18.1830628417	54.6178206961	"2.74707594839518e-13"
"NF1"	0.2130564402	1189	0.4845960945	0.1314473217	6.9980159145	0.2344951115	3.3471565737	0.0008419193	-2.9525757729	11.2034571289	0.0008419193
"TBL2"	-1.0055823484	1189	0.2956924415	0.1314473217	6.6614333256	0.0874764663	-25.8654646331	"1.8726421986464e-117"	257.0817516067	669.0222606837	"1.8726421986464e-117"
"PPP1R14B"	3.0178643495	1189	0.5176779104	0.1314473217	9.2484791185	0.2675665161	44.3845776114	"8.79673133193780e-255"	573.0341890791	1969.9907297427	"8.7967313319368e-255"
"EPB41L3"	-0.185417234	1189	0.6991609362	0.1314473217	5.5966039041	0.4878317278	-2.0195905754	0.0436492803	-6.4938615836	4.0787460921	0.0436492803
"LMF2"	0.9363394184	1189	0.2872795211	0.1314473217	9.2560935644	0.0825846371	24.787454666	"9.83711079047693e-110"	239.3279300926	614.4179088204	"9.83711079047693e-110"
"SLC25A44"	-0.1534043954	1189	0.2932165384	0.1314473217	8.4102575339	0.0860221507	-3.9790639007	"7.33605374520753e-05"	-0.6627457613	15.8329495259	"7.33605374520753e-05"
"ZNF3"	0.7924956647	1189	0.5020751606	0.1314473217	7.0422257418	0.2516966597	12.0172868457	"1.75140544589426e-31"	59.6566657438	144.4151831319	"1.75140544589426e-31"
"TBL2"	1.1563495957	1189	0.413729974	0.1314473217	8.8946367053	0.1709986543	21.2736037222	"2.16857280216068e-85"	183.3647279967	452.5662153298	"2.16857280216068e-85"
"PPM1H"	0.1527609394	1189	0.7285204311	0.1314473217	6.6328237123	0.5296394692	1.5968731109	0.1105590269	-7.2564610532	2.5500037322	0.1105590269
"LIMS1"	1.0317264823	1189	0.4468569026	0.1314473217	10.0733503061	0.199433621	17.5757412137	"1.14552707285057e-61"	128.866852901	308.906679212	"1.14552707285057e-61"
"PIK3CB"	-0.1345079766	1189	0.5487885016	0.1314473217	8.1038538967	0.300659222	-1.8662036462	0.0622582852	-6.7910698181	3.4827160491	0.0622582852
"KDM3A"	1.3108660346	1189	0.5605543949	0.1314473217	8.8360310868	0.3136779198	17.8059272508	"4.50611731414148e-63"	132.093378244	317.0510452603	"4.50611731414148e-63"
"DDHD2"	-0.0024546594	1189	0.8187585332	0.1314473217	8.4297329704	0.6689023604	-0.0228327451	0.9817875092	-8.5304218465	0.0005213342	0.9817875092
"NUP188"	1.2938222271	1189	0.3021885673	0.1314473217	8.2770752051	0.091350345	32.566251339	"6.1585292320909e-167"	370.9068843149	1060.5607262733	"6.1585292320909e-167"
"LRBA"	0.7310023107	1189	0.6705418706	0.1314473217	9.1024499466	0.4487333598	8.3018107655	"2.75195832168294e-16"	24.9849402082	68.9200619855	"2.75195832168294e-16"
"MDN1"	-0.2908869181	1189	0.5987416059	0.1314473217	8.1420430625	0.3578338576	-3.6994037609	0.0002259537	-1.7237755203	13.6855881859	0.0002259537
"PCCB"	0.9356119822	1189	0.538107133	0.1314473217	8.6537180463	0.2890796748	13.2383925527	"2.00231190377267e-37"	73.2596213785	175.255037379	"2.00231190377267e-37"
"CRY2"	-0.2188948992	1189	0.3447165175	0.1314473217	7.7352237092	0.1187908342	-4.8316162585	"1.53056660875762e-06"	3.0339955995	23.3445156694	"1.53056660875762e-06"
"RNF4"	1.8269536841	1189	0.3691467294	0.1314473217	9.7475525878	0.1361856202	37.6625888715	"3.87224814426539e-205"	458.8031042125	1418.4706005057	"3.87224814426539e-205"
"FAM134C"	0.7089968537	1189	0.4545686576	0.1314473217	10.3163941592	0.2063672392	11.8733204539	"8.22266038260506e-31"	58.1201597181	140.975738601	"8.22266038260506e-31"
"SEPT10"	0.7147678203	1189	0.6032087237	0.1314473217	8.8615944243	0.3631892433	9.0229128289	"7.15494585661194e-19"	30.8634711069	81.412955917	"7.15494585661194e-19"
"SCAMP5"	0.2672278165	1189	0.3340539297	0.1314473217	8.1761374	0.1115720779	6.0862832605	"1.55536063210793e-09"	9.7170232749	37.0428439276	"1.55536063210793e-09"
"PLEKHM1"	-0.0118127952	1189	0.2612122357	0.1314473217	6.6900007424	0.0683238747	-0.3438069792	0.7310520819	-8.4715569394	0.118203239	0.7310520819
"TLN2"	-0.7582367725	1189	0.4089974772	0.1314473217	7.7170186303	0.1671151557	-14.1105903006	"6.32325027894705e-42"	83.5722164858	199.1087586315	"6.32325027894705e-42"
"BICD2"	0.6009745763	1189	0.386181673	0.1314473217	7.4872968439	0.1490193636	11.8435802296	"1.12972868505309e-30"	57.8045698822	140.2703926557	"1.12972868505309e-30"
"TLN2"	0.3516960456	1189	0.3191479419	0.1314473217	7.4836269879	0.101860607	8.3832537894	"1.43532377560355e-16"	25.6271795253	70.2789440979	"1.43532377560355e-16"
"ZCCHC11"	-0.2036434205	1189	0.4712805801	0.1314473217	7.1843881666	0.2217999963	-3.2895604713	0.0010327707	-3.1420367256	10.8212080946	0.0010327707
"PNPLA2"	1.4320054447	1189	0.5172641001	0.1314473217	7.9782454262	0.2671393526	21.0777375775	"4.44620703551651e-84"	180.349897012	444.2710213867	"4.44620703551651e-84"
"RASA4"	0.3501196274	1189	0.6492454145	0.1314473217	6.4490904213	0.4206991634	4.1065668015	"4.28968400449542e-05"	-0.1540189873	16.8638908955	"4.28968400449542e-05"
"212707_s_at"	0.9137840384	1189	0.3453231068	0.1314473217	7.211820703	0.1192083237	20.1343927388	"7.70633742872308e-78"	166.0133475306	405.3937709607	"7.70633742872308e-78"
"MSL1"	1.4774519757	1189	0.7659472844	0.1314473217	9.9643292463	0.5854282263	14.6901017066	"5.00202940556672e-45"	90.6832306528	215.7990881517	"5.00202940556672e-45"
"NUP160"	0.3047248187	1189	0.5085391172	0.1314473217	5.6085718269	0.2582123538	4.5621291698	"5.5868342251022e-06"	1.7907064052	20.8130225623	"5.5868342251022e-06"
"CAMSAP1"	-1.5850618583	1189	0.3430177744	0.1314473217	7.7361798971	0.1176255678	-35.1595742576	"2.17799612157454e-186"	415.6604974534	1236.1956619777	"2.17799612157454e-186"
"CAMSAP1"	0.0571243801	1189	0.3795855557	0.1314473217	7.3712058558	0.1439813193	1.1452932052	0.2523175959	-7.8748955498	1.3116965258	0.2523175959
"CAMSAP1"	-0.4705230777	1189	0.2816398539	0.1314473217	7.8291469353	0.0793844083	-12.7046171296	"8.95235918466632e-35"	67.1899824612	161.4072964102	"8.95235918466632e-35"
"MFAP4"	0.8707799754	1189	0.7825030779	0.1314473217	7.833554663	0.6109978373	8.474944355	"6.85241425644545e-17"	26.3568908678	71.8246818198	"6.85241425644545e-17"
"LARP4"	0.3504664651	1189	0.4636151672	0.1314473217	8.8856145912	0.214652144	5.75475861	"1.10231076296322e-08"	7.8094825069	33.1172466588	"1.10231076296322e-08"
"MICAL3"	0.2674172763	1189	0.4994971287	0.1314473217	6.2536699089	0.2491212435	4.0759827573	"4.88552766381273e-05"	-0.2774697688	16.6136354382	"4.88552766381273e-05"
"EIF3K"	2.3168121005	1189	0.5073844455	0.1314473217	10.259979689	0.2570423255	34.7645610709	"2.00340678771361e-183"	408.8414109552	1208.5747064536	"2.00340678771338e-183"
"PLEKHM1"	0.5447649666	1189	0.3196164045	0.1314473217	8.4409406878	0.1021590713	12.9663864496	"4.59462902083510e-36"	70.1431112203	168.1271775615	"4.59462902083510e-36"
"PAPOLA"	1.3129974242	1189	0.4167363638	0.1314473217	10.2269339533	0.1734889112	23.9814960229	"4.97482422308167e-104"	226.2126428447	575.1121514954	"4.97482422308167e-104"
"PHLPP1"	-0.1659426157	1189	0.4331308106	0.1314473217	5.7795227321	0.1873860264	-2.9163362015	0.0036079972	-4.2913419304	8.5050168404	0.0036079972
"PAPOLA"	0.4233387195	1189	0.504753464	0.1314473217	6.5220318484	0.2543862872	6.3854190259	"2.44395642179032e-10"	11.5242344536	40.7735761365	"2.44395642179032e-10"
"SFRS12"	0.7763940798	1189	0.6002792832	0.1314473217	9.0712058775	0.3596728027	9.8486493246	"4.69657486255235e-22"	38.1156836231	96.9958935186	"4.69657486255235e-22"
"JMJD6"	0.3228825449	1189	0.4266243349	0.1314473217	6.9489081151	0.1818064988	5.7608706552	"1.06416672699628e-08"	7.8437375833	33.187630706	"1.06416672699628e-08"
"JMJD6"	0.8699929818	1189	0.4686287285	0.1314473217	7.7286105668	0.219313934	14.1328872758	"4.82181340576159e-42"	83.8420685937	199.7385027498	"4.82181340576159e-42"
"RND3"	0.214805431	1189	0.8595083656	0.1314473217	9.6792934941	0.7371148168	1.9033819454	0.0572313909	-6.7211728037	3.6228628301	0.0572313909
"TUG1"	1.3634609216	1189	0.4866708872	0.1314473217	9.7891152289	0.2365050843	21.3290107372	"9.20665783010746e-86"	184.2198491856	454.9266990283	"9.20665783010746e-86"
"PHF2"	-0.0432875526	1189	0.4308831692	0.1314473217	7.9704855197	0.1854490486	-0.7647139031	0.4445932767	-8.2382271029	0.5847873536	0.4445932767
"DLG3"	0.1499381725	1189	0.3501303655	0.1314473217	8.5504721184	0.1225429135	3.258489837	0.0011516679	-3.2429018925	10.6177560181	0.0011516679
"DLG3"	0.0594382963	1189	0.3343079944	0.1314473217	8.1525042895	0.1117414465	1.3527186149	0.1764020528	-7.6160428136	1.829847651	0.1764020528
"DLG3"	0.633041547	1189	0.3738148113	0.1314473217	7.6485944274	0.1396448677	12.8874793691	"1.12998429594527e-35"	69.2481322749	166.0871244895	"1.12998429594527e-35"
"SYNM"	-1.0833784815	1189	1.2496716232	0.1314473217	8.7414577824	1.5579138658	-6.603234831	"6.04370935707455e-11"	12.8910570025	43.6027102335	"6.04370935707455e-11"
"ANKRD46"	-0.0674359055	1189	0.6763688806	0.1314473217	7.6902872612	0.456561551	-0.7592587135	0.4478479159	-8.2423837568	0.576473794	0.4478479159
"MEG3"	-0.1499310586	1189	0.1945592127	0.1314473217	5.1860426436	0.038023793	-5.8494111356	"6.36541167790947e-09"	8.3438189454	34.2156106335	"6.36541167790947e-09"
"KIAA0226"	0.7962379034	1189	0.4015271495	0.1314473217	7.9825465908	0.1610759099	15.0930082455	"3.10720883242939e-47"	95.7438962695	227.7988978982	"3.10720883242939e-47"
"RPL13"	3.5143705972	1189	0.4655419324	0.1314473217	12.8982698188	0.2164377876	57.4684220148	0	782.5660400013	3302.6195288655	0
"KIAA0226"	-1.0785882201	1189	0.3243179012	0.1314473217	7.8296448904	0.1051787069	-25.3011358078	"2.11945948777701e-113"	247.7594694214	640.1474731665	"2.11945948777701e-113"
"C16orf45"	0.6505008255	1189	0.9404167596	0.1314473217	7.8233654096	0.8823677308	5.268309758	"1.63270607127364e-07"	5.1939788106	27.7550877062	"1.63270607127364e-07"
"GM2A"	1.2396183396	1189	0.454059675	0.1314473217	9.7099315908	0.2059059577	20.7826916909	"4.10802422018987e-82"	175.8326511912	431.9202739189	"4.10802422018987e-82"
"ARHGAP19"	-0.6789019345	1189	0.3222431112	0.1314473217	8.0667202486	0.1038406934	-16.0277114462	"1.66478269169865e-52"	107.8359759905	256.8875342019	"1.66478269169865e-52"
"NME4"	2.3881510216	1189	0.5501287226	0.1314473217	9.9176909862	0.30212821	33.0532681476	"1.37896252038577e-170"	379.3043161409	1092.5185352387	"1.37896252038577e-170"
"PIK3R4"	0.6686536179	1189	0.432377786	0.1314473217	8.485664168	0.1867359605	11.7715994885	"2.43093433311489e-30"	57.0433314778	138.5705545172	"2.43093433311489e-30"
"MAOA"	-0.9963759423	1189	0.8762819253	0.1314473217	7.9822212739	0.7661549984	-8.6599058759	"1.50997472918140e-17"	27.8502594955	74.9939697789	"1.50997472918140e-17"
"RNF115"	1.0982346453	1189	0.5997035307	0.1314473217	8.6639261353	0.3589836941	13.9445992371	"4.71259320609291e-41"	81.572878782	194.4518478826	"4.71259320609291e-41"
"RCHY1"	-0.2752882157	1189	0.1457476693	0.1314473217	6.0927849468	0.0214557922	-14.2976151282	"6.44758154217535e-43"	85.8450871634	204.4217983537	"6.44758154217535e-43"
"BBS4"	-0.1556837816	1189	0.4347094934	0.1314473217	7.5082437855	0.1887525323	-2.7261216852	0.0065022443	-4.8246595817	7.4317394424	0.0065022443
"BBS4"	-0.6582862669	1189	0.4395787271	0.1314473217	6.4253931123	0.1929986505	-11.3995030052	"1.20453334208545e-28"	53.1671494843	129.9486687654	"1.20453334208545e-28"
"CEP170"	0.603226936	1189	0.4061083851	0.1314473217	8.2335034906	0.1647663222	11.3056298025	"3.17451572580427e-28"	52.2050256161	127.8172652304	"3.17451572580427e-28"
"ANKS1A"	-0.0304591433	1189	0.396906296	0.1314473217	7.8410554701	0.1573959952	-0.5840756534	0.5592799187	-8.3600569286	0.3411443689	0.5592799187
"MKL1"	0.6458981965	1189	0.3144612796	0.1314473217	7.4216663019	0.0988987643	15.6248874484	"3.29868516388986e-50"	102.565827648	244.1371077737	"3.29868516388986e-50"
"RCHY1"	0.9835087753	1189	0.7030500206	0.1314473217	7.5092097194	0.4932709596	10.653289372	"2.23566523513251e-25"	45.6981945661	113.4925744441	"2.23566523513251e-25"
"PPP1R16B"	-0.6151913845	1189	0.4297197604	0.1314473217	6.4668904371	0.1844504016	-10.8972948185	"1.99573174567681e-26"	48.0950511096	118.7510343609	"1.99573174567681e-26"
"UBE2N"	-0.2953723275	1189	0.5220522171	0.1314473217	8.455139595	0.2721028675	-4.3077600518	"1.78482691497172e-05"	0.680419033	18.5567966642	"1.78482691497172e-05"
"CLASP1"	0.4785138465	1189	0.4922075251	0.1314473217	8.1445690107	0.2419107813	7.4014218118	"2.53737235668669e-13"	18.2611286661	54.7810448367	"2.53737235668669e-13"
"PCGF3"	0.4461976324	1189	0.5283308806	0.1314473217	8.3425581744	0.2786808357	6.4301627904	"1.84045041050219e-10"	11.801519506	41.346993511	"1.84045041050219e-10"
"MON2"	0.4561656311	1189	0.3792161192	0.1314473217	8.263387383	0.1437017143	9.1546099486	"2.30525670577068e-19"	31.9833443056	83.8068833101	"2.30525670577068e-19"
"MON2"	-0.4347281299	1189	0.1972191909	0.1314473217	5.1680788107	0.0390632233	-16.7333140967	"1.28562630739463e-56"	117.2734113388	280.0038006582	"1.28562630739463e-56"
"UBR2"	0.4138389406	1189	0.3890238928	0.1314473217	7.9564947594	0.1512169774	8.0961647233	"1.38936626554851e-15"	23.3881742386	65.5478832272	"1.38936626554851e-15"
"CAMK2G"	0.4141031616	1189	0.367732295	0.1314473217	8.6373716356	0.1351460452	8.5694931139	"3.17382747088941e-17"	27.1167116156	73.4362122289	"3.17382747088941e-17"
"ZEB1"	0.0577250545	1189	0.7023013391	0.1314473217	7.7846528835	0.4922215165	0.6259394347	0.5314744911	-8.3347252421	0.3918001759	0.5314744911
"TCF7L2"	-0.376421894	1189	0.6614597727	0.1314473217	7.9984485327	0.4366672362	-4.3335900995	"1.59053005361234e-05"	0.7903510298	18.7800031504	"1.59053005361234e-05"
"UBR2"	-0.5571464665	1189	0.3792822507	0.1314473217	9.0696365884	0.1437517453	-11.1792090075	"1.15903897635445e-27"	50.9194653534	124.974714034	"1.15903897635445e-27"
"TCF7L2"	-0.2274164788	1189	0.7395159253	0.1314473217	9.762745715	0.5457395626	-2.3419491989	0.0193472504	-5.7933612592	5.4847260503	0.0193472504
"TCF7L2"	-0.2662114702	1189	0.8780315523	0.1314473217	7.3788755948	0.7692164649	-2.3091425102	0.0211059913	-5.869344713	5.3321391324	0.0211059913
"CAMSAP1L1"	-1.0732285308	1189	0.3758984136	0.1314473217	7.3388468612	0.1412029373	-21.7279424621	"1.87361352320621e-88"	190.4057208446	472.1034836377	"1.87361352320621e-88"
"ZEB1"	0.0291174676	1189	0.8205793085	0.1314473217	8.2799144391	0.6718795169	0.2702440613	0.7870192747	-8.49415114	0.0730318527	0.7870192747
"CAMSAP1L1"	1.1867503316	1189	0.5886796529	0.1314473217	9.1054033661	0.3459169399	15.3504709829	"1.15149381140132e-48"	99.0263827171	235.6369593976	"1.15149381140132e-48"
"ISG20L2"	0.6477111872	1189	0.5457696287	0.1314473217	8.8703159935	0.2973634248	9.0362009794	"6.38630269421721e-19"	30.9758244407	81.6529281404	"6.38630269421721e-19"
"MTG1"	0.7716998455	1189	0.3513019179	0.1314473217	8.7668971021	0.1233625556	16.714946578	"1.65025844368043e-56"	117.0245158701	279.3894391061	"1.65025844368043e-56"
"OLFM4"	-0.9616234182	1189	1.0852170025	0.1314473217	5.0489007548	1.1749224116	-6.7491440187	"2.3159735656445e-11"	13.830476944	45.5509449854	"2.3159735656445e-11"
"TLE3"	0.9415270658	1189	0.4140154541	0.1314473217	6.7592664031	0.1712343488	17.3095438929	"4.68515870901369e-60"	125.1664630102	299.6203097794	"4.68515870901369e-60"
"TLE3"	1.5787111819	1189	0.446171084	0.1314473217	8.8366011715	0.1988227477	26.9350575568	"3.33597623479650e-125"	274.9037241403	725.4973255877	"3.33597623479650e-125"
"FAM171A1"	-0.7079277229	1189	0.7886561332	0.1314473217	8.1536998257	0.6206402974	-6.8362383021	"1.29489624976087e-11"	14.4002871452	46.7341541233	"1.29489624976087e-11"
"ABCA2"	-0.0064898222	1189	0.3701537488	0.1314473217	7.5477960449	0.1369281873	-0.1334242073	0.8938804216	-8.5217776224	0.0178020191	0.8938804216
"TOMM20"	2.3045879043	1189	0.7176434409	0.1314473217	10.0235724547	0.5139501867	24.4557520503	"2.22802255039346e-107"	233.9126862259	598.0838083463	"2.22802255039346e-107"
"ZNF238"	0.6868762832	1189	1.5051135177	0.1314473217	9.3364741414	2.2597838855	3.4761085184	0.0005270438	-2.5166970736	12.0833304316	0.0005270438
"OBSL1"	0.2731144533	1189	0.7095627454	0.1314473217	8.6028356513	0.5024471557	2.9312154849	0.0034407889	-4.2481283704	8.5920242188	0.0034407889
"OBSL1"	1.3208867697	1189	0.67943003	0.1314473217	8.503439078	0.4607011344	14.8048566941	"1.18780623765979e-45"	92.1150096637	219.1837817315	"1.18780623765979e-45"
"SOS1"	-0.1373082136	1189	0.3483156312	0.1314473217	7.210566374	0.1212786933	-2.9995252406	0.0027601345	-4.0469568006	8.9971516693	0.0027601345
"PACS2"	0.6771241214	1189	0.373896221	0.1314473217	8.0213259138	0.1397055814	13.7819181087	"3.31945831367929e-40"	79.629949219	189.9412667543	"3.31945831367929e-40"
"KIAA1109"	0.5134876822	1189	0.5334483432	0.1314473217	8.0331811938	0.2841004169	7.3289600264	"4.26598026251602e-13"	17.7504388608	53.7136550679	"4.26598026251602e-13"
"SOS1"	-0.2537015267	1189	0.41245408	0.1314473217	7.0349064425	0.1699472537	-4.6818151619	"3.16933226217648e-06"	2.3343959472	21.9193932102	"3.16933226217648e-06"
"RBBP6"	0.7007840396	1189	0.3677970677	0.1314473217	7.7683056955	0.1351935643	14.4995475842	"5.35321550264288e-44"	88.3228322028	210.2368801457	"5.35321550264288e-44"
"POLR2J"	2.395453334	1189	0.4470699512	0.1314473217	10.1330901875	0.199623579	40.7877787129	"2.17219916578911e-228"	512.3040129606	1663.6428923322	"2.1721991657896e-228"
"RBBP6"	0.8037357102	1189	0.4935657259	0.1314473217	8.8024934877	0.2432462012	12.3976248283	"2.74932002458931e-33"	63.7852972543	153.7011013831	"2.74932002458931e-33"
"CIC"	1.1429278544	1189	0.372888488	0.1314473217	8.690405659	0.1389549655	23.3254504912	"1.95605881404796e-99"	215.6490225568	544.0766406165	"1.95605881404796e-99"
